[2015-03-20 10:08:26--281994]current cmd handler is 0,0x9f56870
[2015-03-20 10:35:41--692982]recv server 6 keeplive,current server is 2
[2015-03-20 10:35:41--721631]recv server 8 keeplive,current server is 2
[2015-03-20 10:35:42--693386]recv server 6 keeplive,current server is 2
[2015-03-20 10:35:42--722164]recv server 8 keeplive,current server is 2
[2015-03-20 10:35:43--713185]recv server 6 keeplive,current server is 2
[2015-03-20 10:35:43--723327]recv server 8 keeplive,current server is 2
[2015-03-20 10:35:44--695356]recv server 6 keeplive,current server is 2
[2015-03-20 10:35:44--723644]recv server 8 keeplive,current server is 2
[2015-03-20 10:35:45--696007]recv server 6 keeplive,current server is 2
[2015-03-20 10:35:45--727063]recv server 8 keeplive,current server is 2
[2015-03-20 10:35:46--696989]recv server 6 keeplive,current server is 2
[2015-03-20 10:35:46--727851]recv server 8 keeplive,current server is 2
[2015-03-20 10:35:47--731395]recv server 6 keeplive,current server is 2
[2015-03-20 10:35:47--732019]recv server 8 keeplive,current server is 2
[2015-03-20 10:35:48--697719]recv server 6 keeplive,current server is 2
[2015-03-20 10:35:48--731099]recv server 8 keeplive,current server is 2
[2015-03-20 10:35:49--698445]recv server 6 keeplive,current server is 2
[2015-03-20 10:35:49--753512]recv server 8 keeplive,current server is 2
[2015-03-20 10:35:50--715368]recv server 6 keeplive,current server is 2
[2015-03-20 10:35:50--731963]recv server 8 keeplive,current server is 2
[2015-03-20 10:35:51--715347]recv server 6 keeplive,current server is 2
[2015-03-20 10:35:51--732032]recv server 8 keeplive,current server is 2
[2015-03-20 10:35:52--700372]recv server 6 keeplive,current server is 2
[2015-03-20 10:35:52--732628]recv server 8 keeplive,current server is 2
[2015-03-20 10:35:53--736118]recv server 6 keeplive,current server is 2
[2015-03-20 10:35:53--736897]recv server 8 keeplive,current server is 2
[2015-03-20 10:35:54--701106]recv server 6 keeplive,current server is 2
[2015-03-20 10:35:54--737524]recv server 8 keeplive,current server is 2
[2015-03-20 10:35:55--716390]recv server 6 keeplive,current server is 2
[2015-03-20 10:35:55--762522]recv server 8 keeplive,current server is 2
[2015-03-20 10:35:56--749171]recv server 6 keeplive,current server is 2
[2015-03-20 10:35:56--749496]recv server 8 keeplive,current server is 2
[2015-03-20 10:35:57--718084]recv server 6 keeplive,current server is 2
[2015-03-20 10:35:57--749797]recv server 8 keeplive,current server is 2
[2015-03-20 10:35:58--718063]recv server 6 keeplive,current server is 2
[2015-03-20 10:35:58--750880]recv server 8 keeplive,current server is 2
[2015-03-20 10:35:59--719084]recv server 6 keeplive,current server is 2
[2015-03-20 10:35:59--751806]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:00--719601]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:00--751817]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:01--720732]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:01--752565]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:02--721238]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:02--753132]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:03--721975]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:03--753777]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:04--740414]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:04--754312]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:05--765503]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:05--765908]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:06--766166]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:06--766900]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:07--767272]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:07--767563]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:08--783156]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:08--783684]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:09--791143]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:09--791934]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:10--791705]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:10--792177]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:11--802793]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:11--828666]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:12--793705]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:12--794313]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:13--793537]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:13--794055]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:14--794010]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:14--794525]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:15--794609]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:15--794760]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:16--794772]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:16--795431]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:17--795977]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:17--796222]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:18--795973]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:18--796402]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:19--796645]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:19--797002]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:20--797503]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:20--797723]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:21--797865]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:21--798414]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:22--798521]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:22--799174]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:23--799076]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:23--799483]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:24--830572]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:24--830786]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:25--839199]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:25--839730]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:26--840186]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:26--840374]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:27--841362]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:27--841550]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:28--865058]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:28--865645]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:29--842617]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:29--843027]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:30--843277]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:30--843434]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:31--844175]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:31--844672]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:32--867680]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:32--868088]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:33--844779]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:33--845261]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:34--864627]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:34--864898]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:35--845726]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:35--847287]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:36--847126]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:36--855262]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:37--866086]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:37--866343]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:38--902939]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:38--903150]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:39--904209]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:39--905122]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:40--940452]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:40--941900]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:41--916554]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:41--941386]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:42--941332]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:42--942328]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:43--942634]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:43--943056]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:44--943474]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:44--943969]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:45--976821]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:45--977283]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:46--990462]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:46--990908]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:47--990784]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:48--004712]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:48--991476]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:49--027720]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:50--011905]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:50--022760]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:51--004035]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:51--024056]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:52--002657]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:52--053075]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:53--001349]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:53--053217]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:54--001518]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:54--053878]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:55--015948]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:55--054557]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:56--016252]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:56--055145]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:57--016851]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:57--055874]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:58--018029]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:58--058817]recv server 8 keeplive,current server is 2
[2015-03-20 10:36:59--018378]recv server 6 keeplive,current server is 2
[2015-03-20 10:36:59--064500]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:00--018391]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:00--056971]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:01--019165]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:01--057740]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:02--019846]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:02--058391]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:03--020380]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:03--058954]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:04--021227]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:04--059554]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:05--024397]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:05--060205]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:06--059803]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:06--060739]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:07--025596]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:07--060963]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:08--026007]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:08--065049]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:09--026665]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:09--065698]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:10--027349]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:10--066477]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:11--027890]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:11--066978]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:12--028521]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:12--067508]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:13--029240]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:13--068197]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:14--029633]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:14--068465]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:15--029649]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:15--068655]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:16--030062]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:16--069017]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:17--030594]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:17--069671]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:18--031191]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:18--070282]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:19--040088]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:19--070855]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:20--076105]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:20--076483]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:21--079120]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:21--079394]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:22--114763]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:22--115186]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:23--114926]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:23--115383]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:24--116362]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:24--139481]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:25--139453]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:25--139749]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:26--139132]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:26--141430]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:27--116902]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:27--140634]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:28--117848]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:28--141111]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:29--139354]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:29--142378]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:30--124213]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:30--142972]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:31--120990]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:31--143872]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:32--121589]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:32--144348]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:33--122063]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:33--145078]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:34--122186]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:34--145721]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:35--141247]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:35--146387]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:36--147813]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:36--148873]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:37--148094]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:37--183858]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:38--148316]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:38--157746]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:39--164207]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:39--164653]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:40--158904]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:40--164747]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:41--165225]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:41--165725]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:42--166278]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:42--166745]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:43--167282]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:43--167771]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:44--168226]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:44--168674]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:45--168115]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:45--168964]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:46--189088]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:46--189384]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:47--170283]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:47--170779]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:48--171556]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:48--172481]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:49--195953]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:49--196164]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:50--239564]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:50--239934]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:51--240375]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:51--264039]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:52--256080]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:52--283289]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:53--270944]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:53--271318]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:54--271878]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:54--272385]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:55--289534]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:55--289787]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:56--290765]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:56--291003]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:57--274949]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:57--275335]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:58--290003]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:58--290878]recv server 8 keeplive,current server is 2
[2015-03-20 10:37:59--277038]recv server 6 keeplive,current server is 2
[2015-03-20 10:37:59--277583]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:00--277771]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:00--278173]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:01--279099]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:01--279513]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:02--280356]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:02--280707]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:03--286039]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:03--286236]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:04--280865]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:04--281051]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:05--309576]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:05--310439]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:06--310088]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:06--314478]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:07--348721]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:07--349360]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:08--340352]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:08--349976]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:09--340409]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:09--350341]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:10--375172]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:10--375923]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:11--392301]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:11--413525]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:12--376703]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:12--389172]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:13--387068]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:13--389349]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:14--378707]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:14--385652]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:15--378084]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:15--378435]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:16--379862]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:16--380039]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:17--389184]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:17--389789]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:18--384167]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:18--384352]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:19--418981]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:19--419183]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:20--384438]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:20--384841]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:21--385887]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:21--386078]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:22--385683]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:22--386120]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:23--414174]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:23--414617]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:24--387785]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:24--388022]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:25--387514]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:25--387852]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:26--388713]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:26--389261]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:27--413254]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:27--413450]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:28--388897]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:28--390347]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:29--414072]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:29--414655]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:30--390142]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:30--415140]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:31--390714]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:31--417612]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:32--391136]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:32--417938]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:33--419266]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:33--419691]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:34--392313]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:34--418832]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:35--427005]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:35--427761]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:36--393146]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:36--428107]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:37--393903]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:37--428715]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:38--418585]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:38--429282]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:39--419122]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:39--430653]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:40--419781]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:40--439208]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:41--420354]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:41--439682]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:42--420805]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:42--439833]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:43--421151]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:43--440018]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:44--421768]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:44--440599]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:45--421477]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:45--440890]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:46--422306]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:46--441298]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:47--423267]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:47--441828]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:48--486000]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:48--486874]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:49--423730]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:49--486651]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:50--424069]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:50--487197]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:51--454472]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:51--487792]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:52--454634]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:52--488423]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:53--464351]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:53--488523]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:54--488747]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:54--489282]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:55--465370]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:55--489337]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:56--466900]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:56--489961]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:57--488594]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:57--489901]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:58--489243]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:58--490174]recv server 8 keeplive,current server is 2
[2015-03-20 10:38:59--489799]recv server 6 keeplive,current server is 2
[2015-03-20 10:38:59--490753]recv server 8 keeplive,current server is 2
[2015-03-20 10:39:00--490145]recv server 6 keeplive,current server is 2
[2015-03-20 10:39:00--491050]recv server 8 keeplive,current server is 2
[2015-03-20 10:39:01--490574]recv server 6 keeplive,current server is 2
[2015-03-20 10:39:01--491431]recv server 8 keeplive,current server is 2
[2015-03-20 10:39:02--491067]recv server 6 keeplive,current server is 2
[2015-03-20 10:39:02--492187]recv server 8 keeplive,current server is 2
[2015-03-20 10:39:03--491803]recv server 6 keeplive,current server is 2
[2015-03-20 10:39:03--492742]recv server 8 keeplive,current server is 2
[2015-03-20 10:39:04--492516]recv server 6 keeplive,current server is 2
[2015-03-20 10:39:04--514045]recv server 8 keeplive,current server is 2
[2015-03-20 10:39:05--513279]recv server 6 keeplive,current server is 2
[2015-03-20 10:39:05--513816]recv server 8 keeplive,current server is 2
[2015-03-20 10:39:06--514051]recv server 6 keeplive,current server is 2
[2015-03-20 10:39:06--514523]recv server 8 keeplive,current server is 2
